Status,Life_expectancy,Adult Mortality,infant deaths,Alcohol,percentage expenditure,Hepatitis B,Measles , BMI ,under-five deaths ,Polio,Total expenditure,Diphtheria , HIV/AIDS,GDP,Population, thinness  1-19 years, thinness 5-9 years,Income composition of resources,Schooling
0.46034827011874874,-0.4456721371532258,0.8710856031551641,2.160816083886192,-1.1768355961372063,-0.5472701199551158,-1.5376115526415886,1.8843956197546834,-0.9641553924887157,2.0614852370057024,-2.2653019725649344,0.9886208771134938,-1.282015120666083,-0.6307094251690073,-0.8137737527486533,2.6491836567465845,2.705540832049706,2.73429362564241,-0.795935391520956,-0.6286469259677834
0.46034827011874874,-0.9826015664043389,0.9401422622237275,2.160816083886192,-1.1768355961372063,-0.5415210851261933,-1.7724495439399466,0.7213324804221466,-0.9893483780709501,2.0614852370057024,-1.727189224380608,0.9973694525686958,-1.472165831814652,-0.6307094251690073,-0.8087052124384427,-0.8248075603264079,2.705540832049706,2.73429362564241,-0.8115541357420332,-0.6609239978710705
0.46034827011874874,-0.9826015664043389,0.9142460150730163,2.160816083886192,-1.1768355961372063,-0.5423008034783439,-1.6158908830743746,0.5469960291955107,-1.0145413636531846,2.0614852370057024,-1.473959695823278,0.9754980139306906,-1.3453986910489393,-0.6307094251690073,-0.8053100981373644,2.6491836567465845,2.705540832049706,2.73429362564241,-0.8427916241841873,-0.6932010697743576
0.46034827011874874,-1.0247136785024653,0.948774344607298,2.160816083886192,-1.1768355961372063,-0.5295805121342781,-1.3810528917760165,1.8843956197546834,-1.039734349235419,2.0614852370057024,-1.1574227851266152,1.146095235307135,-1.1552479799003703,-0.6307094251690073,-0.7984989981449266,-0.4466915600428193,2.705540832049706,2.73429362564241,-0.8792353607000335,-0.7254781416776448
0.46034827011874874,-1.05629776257606,0.9746705917580093,2.160816083886192,-1.1768355961372063,-0.711706131591474,-1.3027735613432305,1.8843956197546834,-1.0598887377012065,2.0614852370057024,-1.0941154029872828,0.8617665330130603,-1.0918644095175138,-0.6307094251690073,-0.9065849538728558,-0.5273067932040095,2.705540832049706,2.73429362564241,-0.9260915933632647,-0.8223093573875068
0.46034827011874874,-1.0984098746741868,1.009198921292291,2.160816083886192,-1.1768355961372063,-0.5257499230423078,-1.4593322222088025,1.8843956197546834,-1.0850817232834409,2.0614852370057024,-1.2207301672659479,1.4435468007840133,-1.2186315502832266,-0.6307094251690073,-0.8192866283820358,-0.5380163032554444,2.705540832049706,2.73429362564241,-0.957329081805419,-0.9191405730973687
0.46034827011874874,-1.1194659307232497,1.0264630860594317,2.160816083886192,-1.1768355961372063,-0.5844638085567796,-1.6941702135071606,1.8843956197546834,-1.1102747088656755,2.0614852370057024,-1.4106523136839455,1.539781130791239,-1.4087822614317955,-0.6307094251690073,-0.8384354859086565,-0.8296612469224618,2.705540832049706,2.73429362564241,-1.030216554837112,-1.0159717888072302
0.46034827011874874,-1.172106070845908,1.0782555803608544,2.160816083886192,-1.1717236878986261,-0.6635998078318481,-1.6158908830743746,1.8843956197546834,-1.1354676944479098,2.0614852370057024,-1.3473449315446129,1.0629837684827133,-1.3453986910489393,-0.6307094251690073,-0.8513633037576028,-0.5552687682280677,2.705540832049706,2.73429362564241,-1.0354228029108044,-1.080525932613805
0.46034827011874874,-1.2352742389930977,1.1473122394294177,2.160816083886192,-1.1742796420179165,-0.7019370802038556,-1.6941702135071606,1.8843956197546834,-1.1606606800301442,2.0614852370057024,-1.4106523136839455,0.3630977320665288,-1.4087822614317955,-0.6307094251690073,-0.8519916413822577,2.125403676358166,2.705540832049706,2.73429362564241,-1.1291352682372668,-1.1773571483236664
0.46034827011874874,-1.2563302950421613,1.1473122394294177,2.160816083886192,-1.1717236878986261,-0.6858954321204487,-1.6158908830743746,1.8843956197546834,-1.1858536656123786,2.0614852370057024,-1.727189224380608,0.6692978729986093,-1.7257001133460774,-0.6307094251690073,-0.8693289805631044,-0.57098941146163,2.705540832049706,2.73429362564241,-1.1811977489741903,-1.2741883640335283
