Data PC1,Data PC2,Data PC3,Data PC4,Data PC5,Status,Life_expectancy
5.371609660773997,0.7438359458506429,2.9989577472427524,0.23777702270400622,-0.5104120759885652,0.4603482701187487,-0.4456721371532258
4.965979064365157,0.4217895426341178,0.7904459268989874,1.1605318021940676,0.04496131306767949,0.4603482701187487,-0.9826015664043388
4.9931363172652805,0.3106082136144081,2.576558898019931,0.2336313155557163,-0.3460375399935389,0.4603482701187487,-0.9826015664043388
4.960211501062637,0.056762911867113415,1.5630154582479068,0.8143859906888682,0.32523512630829327,0.4603482701187487,-1.0247136785024653
5.065701847829819,-0.16262285223414247,1.4832892256177883,0.7558461003948576,0.20904550527305352,0.4603482701187487,-1.05629776257606
5.075723626273134,0.16013261007542692,1.4009960114354176,0.758246920481137,0.4740300403585345,0.4603482701187487,-1.0984098746741868
5.26210163268904,0.39330016273693985,1.1118434904616417,0.8378432687135076,0.43579405817198386,0.4603482701187487,-1.1194659307232495
5.346999854258826,0.20903831748445115,1.2864506237617725,0.8341085092402728,0.21961431846705112,0.4603482701187487,-1.172106070845908
5.687263836617378,0.2676789374910614,2.6447094821124133,0.3492047957554737,-0.5105601258968572,0.4603482701187487,-1.2352742389930975
5.722317670944202,0.4029766614616517,1.1098483447457628,1.0096296129095677,-0.07991455842477169,0.4603482701187487,-1.256330295042161
5.6693569255480964,0.3767462111704462,0.9047440481263322,0.8629180377285205,0.24136493810534454,0.4603482701187487,-1.256330295042161
5.924750588545763,0.7115797370920443,1.5836768309951994,0.3663397680523503,-0.2646073253665199,0.4603482701187487,-1.287914379115756
6.075342052900324,0.7840715566693641,0.6371265270991203,0.9346871447264948,0.041782988990608914,0.4603482701187487,-1.3194984631893505
4.941675252233005,1.7551878791668003,1.6396806855251074,-0.803220637109597,-1.7278460545100285,0.4603482701187487,-1.3721386033120089
4.643628865440236,2.7160905365986685,-0.34364815412211086,-1.574413856336592,-0.4734552103036181,0.4603482701187487,-1.466890855532794
4.699138552049751,2.734856893119716,-0.5370269546421768,-1.517862739187377,-0.3396052796375782,0.4603482701187487,-1.519530995655452
-2.6430238624283016,-0.861121357047549,-0.6421527049662143,-0.5877005145500213,-0.3055155229151469,0.4603482701187487,0.9019154499868222
-2.752577613553416,-0.7404048766120034,-0.5063882751035489,-0.43908892089561175,-0.5677624162420979,0.4603482701187487,0.8703313659132276
-2.620429389922642,-0.8358604747032383,-0.5544166568406066,-0.4230183356713329,-0.26536619110054205,0.4603482701187487,0.838747281839633
-2.5927142206087943,-0.8392435783855031,-0.5819273915782888,-0.4382562792106537,-0.2359067599437663,0.4603482701187487,0.8071631977660384
-2.4840045339262353,-0.8349382327158072,-0.5859879845552881,-0.4295961084170708,-0.1612619299934714,0.4603482701187487,0.7755791136924423
-1.9564422596608,-1.2874271982533954,-0.9939951151786665,-1.138432420889327,-0.5022204527764775,0.4603482701187487,0.7334670015943167
-2.2150266215757033,-0.8317820577066166,-0.5991610918044612,-0.6254973293639929,-0.2005963179166503,0.4603482701187487,0.7229389735697842
-2.0537505794057807,-1.2959654097302133,-0.8015103997757244,-1.2605299680182596,-0.7069857760109919,0.4603482701187487,0.6387147493735315
-1.9446113140391377,-1.2561853333630548,-1.0154759056316898,-1.198998841942499,-0.6103044118549039,0.4603482701187487,0.7018829175207221
-0.9878520442417263,-1.513068275972146,-0.9266571481689938,-0.8182093617965761,-0.0014527364824120665,0.4603482701187487,0.5229064411036841
-1.731634386067845,-1.3046284855071753,-1.1047688489054868,-1.1864113670374579,-0.6332101606947186,0.4603482701187487,0.4492102449319625
-1.9019989011950986,-1.1761151243781827,-0.9223951227841575,-0.8332439348953687,-0.4582468870826918,0.4603482701187487,0.3965701048093043
-1.575408808365535,-1.3382770929980499,-1.150002867289708,-1.1638006354764299,-0.6865631692593517,0.4603482701187487,0.3755140487602408
-1.6391354660735815,-1.3053851826892007,-1.0479972826629402,-0.9471374006421321,-0.6470987064219347,0.4603482701187487,0.4281541888828989
-1.5699299145017551,-1.2719270779356986,-1.0671191452463544,-0.9033413387612595,-0.6846499010414762,0.4603482701187487,0.4597382729564935
-1.1731250429090125,-1.0843694831691542,-0.3997431147249234,-1.0178136243513547,-0.7192307122482983,0.4603482701187487,0.3544579927111772
-0.9930210581762995,-0.976882663380057,2.1017469181880495,-1.3352925790361174,-0.9986194830250151,0.4603482701187487,0.670298833447126
-0.7379257795783432,-1.3189340009022772,1.80948335004182,-1.6429072151518935,-1.2474666033942186,0.4603482701187487,0.649242777398064
-1.012509122245262,-0.7801062146301605,2.171220966250025,-0.738623617895519,-0.4931242802631996,0.4603482701187487,0.6387147493735315
-0.9582222764391135,-0.8450740308680068,2.2053129794935127,-0.5910625927098332,-0.665489671729364,0.4603482701187487,0.6176586933244679
-0.7518422867761196,-0.9346237932791669,2.27647324406982,-0.5672845652968034,-0.863121915564265,0.4603482701187487,0.5966026372754059
-0.5837259525550595,-1.0632729659241509,2.1563290280875553,-0.7068184118898696,-0.9465191917499695,0.4603482701187487,0.5755465812263423
-0.5705901188475065,-1.2322343479597746,0.4073728882999808,-0.0347059992644346,-0.5165899225240421,0.4603482701187487,0.5439624971527477
0.046777148967505504,-1.4043577794681594,0.17097363369401397,-0.440828542892935,-1.0794463816573692,0.4603482701187487,0.5123784130791517
0.6100877597581562,-0.4378244412809755,-0.1306888983430951,0.9890559127438554,-0.9359825503775805,0.4603482701187487,0.4807943290055571
0.8071317667024857,0.2171818966533488,2.577258749920244,-0.47833737358048756,-2.040031810055049,0.4603482701187487,0.4386822169074315
1.0368438488133613,-0.6722876062618454,2.2738720292382095,-1.0921753046780758,-1.976301540203117,0.4603482701187487,0.3860420767847733
0.5811324812442868,-0.43973137865153966,0.9441358578653668,0.15060976888765945,-1.8218334879640288,0.4603482701187487,0.3228739086375826
1.0803511296614656,-0.6828016935545854,0.6165785981634092,-0.2590718969655642,-1.4452762150093628,0.4603482701187487,0.2597057404903935
1.0451470533923513,-0.5196956525072747,0.6856658476743266,-0.011380017819870861,-1.3386632513046466,0.4603482701187487,0.2491777124658609
1.1669823436661328,-0.5620206524028438,2.357583052010924,-0.8629475003588608,-1.6804835081788165,0.4603482701187487,0.2281216564167989
0.7078295889898462,-0.906892696880767,-0.2528162454811295,0.15805264587273057,-1.313744058092685,0.4603482701187487,0.2175936283922664
4.161642213186203,2.014396950677787,-0.24813353911902192,0.3310982223532876,1.0203380261654158,0.4603482701187487,-1.7722036682442108
4.422732502411467,1.744237282247403,0.7546885520412387,0.222716531088202,0.9910337080984899,0.4603482701187487,-1.845899864415932
4.069337284078486,0.9842043332825791,0.9262358334845646,-0.0681776218027178,1.6034751020486406,0.4603482701187487,-1.9090680325631215
3.9065327186744576,1.0651133522312988,1.0968504030715005,0.621385664743088,1.70463146116612,0.4603482701187487,-1.3931946593610722
4.331050589609644,1.3645031233200569,2.3178508132699323,-0.023521321680389364,1.2022449617253106,0.4603482701187487,-1.9195960605876532
4.438578885646157,0.581982463510997,2.377242065368352,-0.05738718358656625,1.6198946383686381,0.4603482701187487,-2.066988452931096
5.21226222756756,2.4268167007485557,1.685453019530083,0.23734064944389482,0.7625493893624193,0.4603482701187487,-2.119628593053754
4.386610736289856,1.2092063376132416,0.13899837385791577,0.8072640926351867,1.4722623733059308,0.4603482701187487,-2.1617407051518804
